season,week,celebrity_name,Target_Judge_Scores_Sum,Target_Fan_Votes,Age,Is_International,Pro_Experience,Pro_Avg_Placement,Pro_Pedigree,Pro_Lift,Ind_Athletes,Ind_Media_Fashion,Ind_Performing_Arts,Ind_Professional,Ind_Vocal_Artists
1,6,John O'Hurley,27.0,2981333.330352,50,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
1,6,Kelly Monaco,27.5,5962666.669648,29,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,1,Drew Lachey,24.0,380945.45772,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,1,George Hamilton,18.0,253963.633824,66,0,1,5.0,0.0,1.1485148514851486,0,0,1,0,0
2,1,Giselle Fernandez,23.0,507927.27463199996,44,1,1,4.0,0.0,2.957446808510638,0,0,0,1,0
2,1,Jerry Rice,21.0,761890.908456,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,1,Kenny Mayne,13.0,126981.816912,46,0,0,6.814726840855107,0.0,0.0,0,0,0,1,0
2,1,Lisa Rinna,19.0,1142836.366176,42,0,1,6.0,0.0,0.957446808510638,0,0,1,0,0
2,1,Master P,12.0,1015854.5422799999,35,0,1,3.0,1.0,3.806451612903226,0,0,0,0,1
2,1,Stacy Keibler,22.0,634909.091544,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,1,Tatum O'Neal,23.0,1269818.183088,42,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,1,Tia Carrere,20.0,888872.725368,39,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,2,Drew Lachey,27.0,1234488.890432,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,2,George Hamilton,22.0,154311.10956799999,66,0,1,5.0,0.0,1.1485148514851486,0,0,1,0,0
2,2,Giselle Fernandez,24.0,308622.21913599997,44,1,1,4.0,0.0,2.957446808510638,0,0,0,1,0
2,2,Jerry Rice,23.0,925866.664352,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,2,Lisa Rinna,20.0,1080177.780864,42,0,1,6.0,0.0,0.957446808510638,0,0,1,0,0
2,2,Master P,16.0,617244.445216,35,0,1,3.0,1.0,3.806451612903226,0,0,0,0,1
2,2,Stacy Keibler,29.0,1388800.0,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,2,Tatum O'Neal,17.0,462933.335648,42,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,2,Tia Carrere,22.0,771555.554784,39,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,3,Drew Lachey,27.0,210888.890576,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,3,George Hamilton,22.0,1054444.445288,66,0,1,5.0,0.0,1.1485148514851486,0,0,1,0,0
2,3,Giselle Fernandez,22.0,632666.664136,44,1,1,4.0,0.0,2.957446808510638,0,0,0,1,0
2,3,Jerry Rice,19.0,1476222.218848,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,3,Lisa Rinna,25.0,1265333.335864,42,0,1,6.0,0.0,0.957446808510638,0,0,1,0,0
2,3,Master P,14.0,1687111.109424,35,0,1,3.0,1.0,3.806451612903226,0,0,0,0,1
2,3,Stacy Keibler,27.0,843555.554712,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,3,Tia Carrere,26.0,421777.781152,39,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,4,Drew Lachey,28.0,1937000.0,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,4,George Hamilton,21.0,553428.568108,66,0,1,5.0,0.0,1.1485148514851486,0,0,1,0,0
2,4,Jerry Rice,24.0,830142.856036,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,4,Lisa Rinna,26.0,1660285.712072,42,0,1,6.0,0.0,0.957446808510638,0,0,1,0,0
2,4,Master P,8.0,276714.287928,35,0,1,3.0,1.0,3.806451612903226,0,0,0,0,1
2,4,Stacy Keibler,26.0,1383571.4318920001,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,4,Tia Carrere,25.0,1106857.143964,39,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,5,Drew Lachey,27.0,1793333.332616,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,5,George Hamilton,24.0,1076000.001076,66,0,1,5.0,0.0,1.1485148514851486,0,0,1,0,0
2,5,Jerry Rice,23.0,717333.3315399999,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,5,Lisa Rinna,25.0,1434666.6630799999,42,0,1,6.0,0.0,0.957446808510638,0,0,1,0,0
2,5,Stacy Keibler,30.0,2152000.002152,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,5,Tia Carrere,22.0,358666.669536,39,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
2,6,Drew Lachey,30.0,1596800.0,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,6,George Hamilton,23.0,1064533.330672,66,0,1,5.0,0.0,1.1485148514851486,0,0,1,0,0
2,6,Jerry Rice,23.0,2661333.330672,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,6,Lisa Rinna,27.0,2129066.6693280004,42,0,1,6.0,0.0,0.957446808510638,0,0,1,0,0
2,6,Stacy Keibler,30.0,532266.669328,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,7,Drew Lachey,27.5,2311200.0,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,7,Jerry Rice,20.5,3081600.0,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,7,Lisa Rinna,26.5,1540800.0,42,0,1,6.0,0.0,0.957446808510638,0,0,1,0,0
2,7,Stacy Keibler,27.5,770400.0,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,8,Drew Lachey,28.9998,5446000.0,29,0,0,6.814726840855107,0.0,0.0,0,0,0,0,1
2,8,Jerry Rice,26.666600000000003,3630666.663036,43,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
2,8,Stacy Keibler,28.6665,1815333.3369639998,26,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
3,1,Emmitt Smith,24.0,915622.6401359999,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,1,Harry Hamlin,17.0,648566.0357519999,54,0,2,5.0,0.5,1.806451612903226,0,0,1,0,0
3,1,Jerry Springer,16.0,610415.093424,62,1,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,1,Joey Lawrence,21.0,801169.813152,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,1,Mario Lopez,26.0,991924.5247919998,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,1,Monique Coleman,19.0,724867.9284959999,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,1,Sara Evans,15.0,572264.1510959999,35,0,1,3.0,1.0,3.1485148514851486,0,0,0,0,1
3,1,Shanna Moakler,18.0,686716.9780799999,31,0,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,1,Tucker Carlson,12.0,457811.32411199994,37,0,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,1,Vivica A. Fox,22.0,839320.7554799999,42,0,1,9.0,0.0,-2.286821705426356,0,0,1,0,0
3,1,Willa Ford,22.0,839320.7554799999,25,0,1,6.0,0.0,0.7131782945736438,0,0,0,0,1
3,2,Emmitt Smith,24.0,747965.216768,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,2,Harry Hamlin,21.0,654469.5664639999,54,0,2,5.0,0.5,1.806451612903226,0,0,1,0,0
3,2,Jerry Springer,19.0,685993.183232,62,1,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,2,Joey Lawrence,29.0,903791.307776,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,2,Mario Lopez,21.0,654469.5664639999,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,2,Monique Coleman,26.0,810295.650304,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,2,Sara Evans,21.0,654469.5664639999,35,0,1,3.0,1.0,3.1485148514851486,0,0,0,0,1
3,2,Shanna Moakler,22.0,591780.732928,31,0,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,2,Vivica A. Fox,24.0,747965.216768,42,0,1,9.0,0.0,-2.286821705426356,0,0,1,0,0
3,2,Willa Ford,23.0,716800.0,25,0,1,6.0,0.0,0.7131782945736438,0,0,0,0,1
3,3,Emmitt Smith,19.0,761749.502652,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,3,Harry Hamlin,22.0,657207.0201600001,54,0,2,5.0,0.5,1.806451612903226,0,0,1,0,0
3,3,Jerry Springer,21.0,726782.6061000001,62,1,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,3,Joey Lawrence,22.0,761391.302652,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,3,Mario Lopez,22.0,761391.302652,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,3,Monique Coleman,27.0,934434.785412,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,3,Sara Evans,25.0,865217.392308,35,0,1,3.0,1.0,3.1485148514851486,0,0,0,0,1
3,3,Vivica A. Fox,27.0,934434.785412,42,0,1,9.0,0.0,-2.286821705426356,0,0,1,0,0
3,3,Willa Ford,22.0,761391.302652,25,0,1,6.0,0.0,0.7131782945736438,0,0,0,0,1
3,4,Emmitt Smith,24.0,891151.513592,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,4,Jerry Springer,22.0,817133.9522879999,62,1,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,4,Joey Lawrence,27.0,1002545.4518720001,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,4,Mario Lopez,29.0,1076808.077392,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,4,Monique Coleman,24.0,891151.513592,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,4,Sara Evans,20.0,891396.58516,35,0,1,3.0,1.0,3.1485148514851486,0,0,0,0,1
3,4,Vivica A. Fox,24.0,742136.126768,42,0,1,9.0,0.0,-2.286821705426356,0,0,1,0,0
3,4,Willa Ford,28.0,1039676.764632,25,0,1,6.0,0.0,0.7131782945736438,0,0,0,0,1
3,5,Emmitt Smith,27.0,1199337.0188399998,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,5,Jerry Springer,24.0,1155118.12836,62,1,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,5,Joey Lawrence,25.0,1110698.23788,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,5,Mario Lopez,27.0,1199337.0188399998,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,5,Monique Coleman,27.0,1199337.0188399998,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,5,Sara Evans,24.0,1155118.12836,35,0,1,3.0,1.0,3.1485148514851486,0,0,0,0,1
3,5,Willa Ford,27.0,1021054.4569199999,25,0,1,6.0,0.0,0.7131782945736438,0,0,0,0,1
3,6,Emmitt Smith,25.0,1800847.4595,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,6,Jerry Springer,18.0,1296610.1705,62,1,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,6,Joey Lawrence,24.0,1728813.5635,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,6,Mario Lopez,28.0,2016949.1560000002,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,6,Monique Coleman,23.0,1656779.659,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,7,Emmitt Smith,28.5,1747155.554636,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,7,Jerry Springer,23.0,1409985.18212,62,1,0,6.814726840855107,0.0,0.0,0,1,0,0,0
3,7,Joey Lawrence,28.5,1747155.554636,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,7,Mario Lopez,28.0,1716503.700332,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,7,Monique Coleman,27.0,1655200.0,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,8,Emmitt Smith,27.0,2032183.4860880002,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,8,Joey Lawrence,27.0,2032183.4860880002,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,8,Mario Lopez,28.5,2145082.56956,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,8,Monique Coleman,26.5,1994550.4582640002,25,0,2,5.0,0.0,1.835312551542141,0,0,1,0,0
3,9,Emmitt Smith,29.5,2930666.663736,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,9,Joey Lawrence,29.5,2930666.663736,30,0,2,5.0,0.0,1.4308465730293962,0,0,1,0,0
3,9,Mario Lopez,29.5,2930666.663736,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
3,10,Emmitt Smith,29.666600000000003,5507501.999999999,37,0,1,1.0,1.0,5.806451612903226,1,0,0,0,0
3,10,Mario Lopez,29.666600000000003,5496498.0,32,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
4,1,Apolo Anton Ohno,21.0,888932.04256,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,1,Billy Ray Cyrus,13.0,550291.26112,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,1,Clyde Drexler,16.0,677281.5541599999,44,0,1,11.0,0.0,-4.042553191489362,1,0,0,0,0
4,1,Heather Mills,18.0,761941.7495200001,39,1,2,6.0,0.0,1.85015197568389,0,1,0,0,0
4,1,Ian Ziering,21.0,888932.04256,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,1,Joey Fatone,24.0,1015922.3268800001,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,1,John Ratzenberger,17.0,719611.65184,59,0,3,4.333333333333333,0.3333333333333333,2.1916238135441453,0,0,1,0,0
4,1,Laila Ali,23.0,973592.2292,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,1,Leeza Gibbons,15.0,634951.45648,50,0,2,4.5,0.5,1.9774832321941873,0,1,0,0,0
4,1,Paulina Porizkova,19.0,804271.8472000001,41,1,1,1.0,1.0,5.713178294573644,0,1,0,0,0
4,1,Shandi Finnessey,19.0,804271.8472000001,28,0,0,6.814726840855107,0.0,0.0,0,1,0,0,0
4,2,Apolo Anton Ohno,26.0,866808.1634319999,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,2,Billy Ray Cyrus,21.0,700114.288048,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,2,Clyde Drexler,18.0,700522.6880479999,44,0,1,11.0,0.0,-4.042553191489362,1,0,0,0,0
4,2,Heather Mills,24.0,800130.6149119999,39,1,2,6.0,0.0,1.85015197568389,0,1,0,0,0
4,2,Ian Ziering,22.0,733453.0582239999,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,2,Joey Fatone,24.0,800130.6149119999,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,2,John Ratzenberger,21.0,700114.288048,59,0,3,4.333333333333333,0.3333333333333333,2.1916238135441453,0,0,1,0,0
4,2,Laila Ali,27.0,900146.9417759998,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,2,Leeza Gibbons,21.0,700114.288048,50,0,2,4.5,0.5,1.9774832321941873,0,1,0,0,0
4,2,Paulina Porizkova,21.0,599689.561184,41,1,1,1.0,1.0,5.713178294573644,0,1,0,0,0
4,2,Shandi Finnessey,20.0,666775.509704,28,0,0,6.814726840855107,0.0,0.0,0,1,0,0,0
4,3,Apolo Anton Ohno,23.0,769761.4667519999,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,3,Billy Ray Cyrus,21.0,702825.6864,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,3,Clyde Drexler,16.0,703190.4864,44,0,1,11.0,0.0,-4.042553191489362,1,0,0,0,0
4,3,Heather Mills,24.0,803229.356928,39,1,2,6.0,0.0,1.85015197568389,0,1,0,0,0
4,3,Ian Ziering,24.0,803229.356928,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,3,Joey Fatone,24.0,803229.356928,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,3,John Ratzenberger,20.0,669357.7962239999,59,0,3,4.333333333333333,0.3333333333333333,2.1916238135441453,0,0,1,0,0
4,3,Laila Ali,21.0,702825.6864,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,3,Leeza Gibbons,24.0,803229.356928,50,0,2,4.5,0.5,1.9774832321941873,0,1,0,0,0
4,3,Shandi Finnessey,21.0,535121.4355199999,28,0,0,6.814726840855107,0.0,0.0,0,1,0,0,0
4,4,Apolo Anton Ohno,26.0,1031242.1032799999,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,4,Billy Ray Cyrus,21.0,832926.317376,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,4,Clyde Drexler,15.0,634987.323936,44,0,1,11.0,0.0,-4.042553191489362,1,0,0,0,0
4,4,Heather Mills,23.0,912252.634752,39,1,2,6.0,0.0,1.85015197568389,0,1,0,0,0
4,4,Ian Ziering,24.0,951915.785904,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,4,Joey Fatone,28.0,1110568.420656,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,4,John Ratzenberger,16.0,634610.523936,59,0,3,4.333333333333333,0.3333333333333333,2.1916238135441453,0,0,1,0,0
4,4,Laila Ali,21.0,832926.317376,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,4,Leeza Gibbons,16.0,594570.565248,50,0,2,4.5,0.5,1.9774832321941873,0,1,0,0,0
4,5,Apolo Anton Ohno,30.0,1286590.9056600002,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,5,Billy Ray Cyrus,17.0,729068.181132,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,5,Clyde Drexler,13.0,557522.724528,44,0,1,11.0,0.0,-4.042553191489362,1,0,0,0,0
4,5,Heather Mills,21.0,900613.637736,39,1,2,6.0,0.0,1.85015197568389,0,1,0,0,0
4,5,Ian Ziering,24.0,1029272.7245280001,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,5,Joey Fatone,25.0,1072159.0943399998,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,5,John Ratzenberger,18.0,771954.5433959999,59,0,3,4.333333333333333,0.3333333333333333,2.1916238135441453,0,0,1,0,0
4,5,Laila Ali,28.0,1200818.181132,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,6,Apolo Anton Ohno,28.0,1243199.997336,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,6,Billy Ray Cyrus,21.0,932651.59926,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,6,Heather Mills,23.0,843096.798372,39,1,2,6.0,0.0,1.85015197568389,0,1,0,0,0
4,6,Ian Ziering,24.0,1065600.003108,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,6,Joey Fatone,27.0,1198799.9968919999,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,6,John Ratzenberger,19.0,1021451.6001479999,59,0,3,4.333333333333333,0.3333333333333333,2.1916238135441453,0,0,1,0,0
4,6,Laila Ali,28.0,1243199.997336,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,7,Apolo Anton Ohno,27.0,1326058.255816,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,7,Billy Ray Cyrus,19.0,1105427.943984,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,7,Ian Ziering,27.0,1326058.255816,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,7,Joey Fatone,29.5,1448841.421468,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,7,John Ratzenberger,22.5,932772.701448,59,0,3,4.333333333333333,0.3333333333333333,2.1916238135441453,0,0,1,0,0
4,7,Laila Ali,29.5,1448841.421468,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,8,Apolo Anton Ohno,29.0,1796844.619872,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,8,Billy Ray Cyrus,19.0,1177243.025472,45,0,1,2.0,1.0,4.713178294573644,0,0,0,0,1
4,8,Ian Ziering,23.5,1456063.744896,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,8,Joey Fatone,27.5,1703904.3826559999,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,8,Laila Ali,26.5,1641944.219328,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,9,Apolo Anton Ohno,29.5,1949738.399136,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,9,Ian Ziering,29.0,1916691.9800159999,42,0,2,1.0,1.0,5.477483232194187,0,0,1,0,0
4,9,Joey Fatone,30.0,1982784.810424,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,9,Laila Ali,30.0,1982784.810424,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
4,10,Apolo Anton Ohno,29.3332,3061333.3302720003,24,0,0,6.814726840855107,0.0,0.0,1,0,0,0,0
4,10,Joey Fatone,28.6665,3061333.3302720003,30,0,1,5.0,0.0,1.957446808510638,0,0,0,0,1
4,10,Laila Ali,28.333200000000005,3061333.3302720003,29,0,2,6.5,0.0,0.2598149537384349,1,0,0,0,0
5,1,Albert Reed,21.0,694552.527,22,0,1,2.0,1.0,4.148514851485149,0,1,0,0,0
5,1,Cameron Mathison,21.0,694552.527,38,1,4,4.75,0.25,1.82201243380152,0,0,1,0,0
5,1,Floyd Mayweather Jr.,18.0,595330.7435,30,0,2,3.5,0.5,3.259814953738435,1,0,0,0,0
5,1,Helio Castroneves,25.0,826848.2525000001,32,1,1,1.0,1.0,5.148514851485149,1,0,0,0,0
5,1,Jane Seymour,24.0,793774.3189999999,56,1,3,6.0,0.3333333333333333,0.6374710909663376,0,0,1,0,0
5,1,Jennie Garth,21.0,694552.527,35,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
5,1,Josie Maran,16.0,529182.8765,29,0,2,6.0,0.5,0.8353125515421409,0,1,0,0,0
5,1,Marie Osmond,21.0,694552.527,47,0,3,6.333333333333333,0.0,1.219250253292806,0,0,0,0,1
5,1,Mark Cuban,21.0,694552.527,49,0,2,3.5,0.5,3.381949210706932,0,1,0,0,0
5,1,Mel B,24.0,793774.3189999999,32,1,3,5.333333333333333,0.3333333333333333,1.2227149196540061,0,0,0,0,1
5,1,Sabrina Bryan,26.0,859922.1775,23,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
5,1,Wayne Newton,19.0,628404.6685,65,0,3,2.0,0.6666666666666666,4.556048252987339,0,0,0,0,1
5,2,Albert Reed,21.0,508956.86161200004,22,0,1,2.0,1.0,4.148514851485149,0,1,0,0,0
5,2,Cameron Mathison,21.0,713294.1166960001,38,1,4,4.75,0.25,1.82201243380152,0,0,1,0,0
5,2,Floyd Mayweather Jr.,21.0,713294.1166960001,30,0,2,3.5,0.5,3.259814953738435,1,0,0,0,0
5,2,Helio Castroneves,27.0,917092.435752,32,1,1,1.0,1.0,5.148514851485149,1,0,0,0,0
5,2,Jane Seymour,21.0,713294.1166960001,56,1,3,6.0,0.3333333333333333,0.6374710909663376,0,0,1,0,0
5,2,Jennie Garth,21.0,713294.1166960001,35,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
5,2,Marie Osmond,24.0,815193.276224,47,0,3,6.333333333333333,0.0,1.219250253292806,0,0,0,0,1
5,2,Mark Cuban,18.0,611664.42114,49,0,2,3.5,0.5,3.381949210706932,0,1,0,0,0
5,2,Mel B,23.0,781226.88702,32,1,3,5.333333333333333,0.3333333333333333,1.2227149196540061,0,0,0,0,1
5,2,Sabrina Bryan,26.0,883126.046548,23,0,0,6.814726840855107,0.0,0.0,0,0,1,0,0
5,2,Wayne Newton,15.0,713563.580668,65,0,3,2.0,0.6666666666666666,4.556048252987339,0,0,0,0,1
5,3,Cameron Mathison,23.0,755246.86488,38,1,4,4.75,0.25,1.82201243380152,0,0,1,0,0
5,3,Floyd Mayweather Jr.,21.0,689573.223432,30,0,2,3.5,0.5,3.259814953738435,1,0,0,0,0
5,3,Helio Castroneves,24.0,788083.68168,32,1,1,1.0,1.0,5.148514851485149,1,0,0,0,0
5,3,Jane Seymour,27.0,886594.139928,56,1,3,6.0,0.3333333333333333,0.6374710909663376,0,0,1,0,0
